code,title,section,table,source
041V0JS,"Bypass of Foot Artery, Right with Synthetic Substitute, Open Approach (Lower Extremity Vein)",0,041,tables
041V0KP,"Bypass of Foot Artery, Right with Nonautologous Tissue Substitute, Open Approach (Foot Artery)",0,041,tables
041V0KQ,"Bypass of Foot Artery, Right with Nonautologous Tissue Substitute, Open Approach (Lower Extremity Artery)",0,041,tables
041V0KS,"Bypass of Foot Artery, Right with Nonautologous Tissue Substitute, Open Approach (Lower Extremity Vein)",0,041,tables
041V0ZP,"Bypass of Foot Artery, Right, Open Approach (Foot Artery)",0,041,tables
041V0ZQ,"Bypass of Foot Artery, Right, Open Approach (Lower Extremity Artery)",0,041,tables
041V0ZS,"Bypass of Foot Artery, Right, Open Approach (Lower Extremity Vein)",0,041,tables
041V49P,"Bypass of Foot Artery, Right with Autologous Venous Tissue, Percutaneous Endoscopic Approach (Foot Artery)",0,041,tables
041V49Q,"Bypass of Foot Artery, Right with Autologous Venous Tissue, Percutaneous Endoscopic Approach (Lower Extremity Artery)",0,041,tables
041V49S,"Bypass of Foot Artery, Right with Autologous Venous Tissue, Percutaneous Endoscopic Approach (Lower Extremity Vein)",0,041,tables
041V4AP,"Bypass of Foot Artery, Right with Autologous Arterial Tissue, Percutaneous Endoscopic Approach (Foot Artery)",0,041,tables
041V4AQ,"Bypass of Foot Artery, Right with Autologous Arterial Tissue, Percutaneous Endoscopic Approach (Lower Extremity Artery)",0,041,tables
041V4AS,"Bypass of Foot Artery, Right with Autologous Arterial Tissue, Percutaneous Endoscopic Approach (Lower Extremity Vein)",0,041,tables
041V4JP,"Bypass of Foot Artery, Right with Synthetic Substitute, Percutaneous Endoscopic Approach (Foot Artery)",0,041,tables
041V4JQ,"Bypass of Foot Artery, Right with Synthetic Substitute, Percutaneous Endoscopic Approach (Lower Extremity Artery)",0,041,tables
041V4JS,"Bypass of Foot Artery, Right with Synthetic Substitute, Percutaneous Endoscopic Approach (Lower Extremity Vein)",0,041,tables
041V4KP,"Bypass of Foot Artery, Right with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach (Foot Artery)",0,041,tables
041V4KQ,"Bypass of Foot Artery, Right with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach (Lower Extremity Artery)",0,041,tables
041V4KS,"Bypass of Foot Artery, Right with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach (Lower Extremity Vein)",0,041,tables
041V4ZP,"Bypass of Foot Artery, Right, Percutaneous Endoscopic Approach (Foot Artery)",0,041,tables
041V4ZQ,"Bypass of Foot Artery, Right, Percutaneous Endoscopic Approach (Lower Extremity Artery)",0,041,tables
041V4ZS,"Bypass of Foot Artery, Right, Percutaneous Endoscopic Approach (Lower Extremity Vein)",0,041,tables
041W09P,"Bypass of Foot Artery, Left with Autologous Venous Tissue, Open Approach (Foot Artery)",0,041,tables
041W09Q,"Bypass of Foot Artery, Left with Autologous Venous Tissue, Open Approach (Lower Extremity Artery)",0,041,tables
041W09S,"Bypass of Foot Artery, Left with Autologous Venous Tissue, Open Approach (Lower Extremity Vein)",0,041,tables
041W0AP,"Bypass of Foot Artery, Left with Autologous Arterial Tissue, Open Approach (Foot Artery)",0,041,tables
041W0AQ,"Bypass of Foot Artery, Left with Autologous Arterial Tissue, Open Approach (Lower Extremity Artery)",0,041,tables
041W0AS,"Bypass of Foot Artery, Left with Autologous Arterial Tissue, Open Approach (Lower Extremity Vein)",0,041,tables
041W0JP,"Bypass of Foot Artery, Left with Synthetic Substitute, Open Approach (Foot Artery)",0,041,tables
041W0JQ,"Bypass of Foot Artery, Left with Synthetic Substitute, Open Approach (Lower Extremity Artery)",0,041,tables
041W0JS,"Bypass of Foot Artery, Left with Synthetic Substitute, Open Approach (Lower Extremity Vein)",0,041,tables
041W0KP,"Bypass of Foot Artery, Left with Nonautologous Tissue Substitute, Open Approach (Foot Artery)",0,041,tables
041W0KQ,"Bypass of Foot Artery, Left with Nonautologous Tissue Substitute, Open Approach (Lower Extremity Artery)",0,041,tables
041W0KS,"Bypass of Foot Artery, Left with Nonautologous Tissue Substitute, Open Approach (Lower Extremity Vein)",0,041,tables
041W0ZP,"Bypass of Foot Artery, Left, Open Approach (Foot Artery)",0,041,tables
041W0ZQ,"Bypass of Foot Artery, Left, Open Approach (Lower Extremity Artery)",0,041,tables
041W0ZS,"Bypass of Foot Artery, Left, Open Approach (Lower Extremity Vein)",0,041,tables
041W49P,"Bypass of Foot Artery, Left with Autologous Venous Tissue, Percutaneous Endoscopic Approach (Foot Artery)",0,041,tables
041W49Q,"Bypass of Foot Artery, Left with Autologous Venous Tissue, Percutaneous Endoscopic Approach (Lower Extremity Artery)",0,041,tables
041W49S,"Bypass of Foot Artery, Left with Autologous Venous Tissue, Percutaneous Endoscopic Approach (Lower Extremity Vein)",0,041,tables
041W4AP,"Bypass of Foot Artery, Left with Autologous Arterial Tissue, Percutaneous Endoscopic Approach (Foot Artery)",0,041,tables
041W4AQ,"Bypass of Foot Artery, Left with Autologous Arterial Tissue, Percutaneous Endoscopic Approach (Lower Extremity Artery)",0,041,tables
041W4AS,"Bypass of Foot Artery, Left with Autologous Arterial Tissue, Percutaneous Endoscopic Approach (Lower Extremity Vein)",0,041,tables
041W4JP,"Bypass of Foot Artery, Left with Synthetic Substitute, Percutaneous Endoscopic Approach (Foot Artery)",0,041,tables
041W4JQ,"Bypass of Foot Artery, Left with Synthetic Substitute, Percutaneous Endoscopic Approach (Lower Extremity Artery)",0,041,tables
041W4JS,"Bypass of Foot Artery, Left with Synthetic Substitute, Percutaneous Endoscopic Approach (Lower Extremity Vein)",0,041,tables
041W4KP,"Bypass of Foot Artery, Left with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach (Foot Artery)",0,041,tables
041W4KQ,"Bypass of Foot Artery, Left with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach (Lower Extremity Artery)",0,041,tables
041W4KS,"Bypass of Foot Artery, Left with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach (Lower Extremity Vein)",0,041,tables
041W4ZP,"Bypass of Foot Artery, Left, Percutaneous Endoscopic Approach (Foot Artery)",0,041,tables
041W4ZQ,"Bypass of Foot Artery, Left, Percutaneous Endoscopic Approach (Lower Extremity Artery)",0,041,tables
041W4ZS,"Bypass of Foot Artery, Left, Percutaneous Endoscopic Approach (Lower Extremity Vein)",0,041,tables
041T3JQ,"Bypass of Peroneal Artery, Right with Synthetic Substitute, Percutaneous Approach (Lower Extremity Artery)",0,041,tables
041T3JS,"Bypass of Peroneal Artery, Right with Synthetic Substitute, Percutaneous Approach (Lower Extremity Vein)",0,041,tables
041U3JQ,"Bypass of Peroneal Artery, Left with Synthetic Substitute, Percutaneous Approach (Lower Extremity Artery)",0,041,tables
041U3JS,"Bypass of Peroneal Artery, Left with Synthetic Substitute, Percutaneous Approach (Lower Extremity Vein)",0,041,tables
041V3JQ,"Bypass of Foot Artery, Right with Synthetic Substitute, Percutaneous Approach (Lower Extremity Artery)",0,041,tables
041V3JS,"Bypass of Foot Artery, Right with Synthetic Substitute, Percutaneous Approach (Lower Extremity Vein)",0,041,tables
041W3JQ,"Bypass of Foot Artery, Left with Synthetic Substitute, Percutaneous Approach (Lower Extremity Artery)",0,041,tables
041W3JS,"Bypass of Foot Artery, Left with Synthetic Substitute, Percutaneous Approach (Lower Extremity Vein)",0,041,tables
04500ZZ,"Destruction of Abdominal Aorta, Open Approach",0,045,tables
04503ZZ,"Destruction of Abdominal Aorta, Percutaneous Approach",0,045,tables
04504ZZ,"Destruction of Abdominal Aorta, Percutaneous Endoscopic Approach",0,045,tables
04510ZZ,"Destruction of Celiac Artery, Open Approach",0,045,tables
04513ZZ,"Destruction of Celiac Artery, Percutaneous Approach",0,045,tables
04514ZZ,"Destruction of Celiac Artery, Percutaneous Endoscopic Approach",0,045,tables
04520ZZ,"Destruction of Gastric Artery, Open Approach",0,045,tables
04523ZZ,"Destruction of Gastric Artery, Percutaneous Approach",0,045,tables
04524ZZ,"Destruction of Gastric Artery, Percutaneous Endoscopic Approach",0,045,tables
04530ZZ,"Destruction of Hepatic Artery, Open Approach",0,045,tables
04533ZZ,"Destruction of Hepatic Artery, Percutaneous Approach",0,045,tables
04534ZZ,"Destruction of Hepatic Artery, Percutaneous Endoscopic Approach",0,045,tables
04540ZZ,"Destruction of Splenic Artery, Open Approach",0,045,tables
04543ZZ,"Destruction of Splenic Artery, Percutaneous Approach",0,045,tables
04544ZZ,"Destruction of Splenic Artery, Percutaneous Endoscopic Approach",0,045,tables
04550ZZ,"Destruction of Superior Mesenteric Artery, Open Approach",0,045,tables
04553ZZ,"Destruction of Superior Mesenteric Artery, Percutaneous Approach",0,045,tables
04554ZZ,"Destruction of Superior Mesenteric Artery, Percutaneous Endoscopic Approach",0,045,tables
04560ZZ,"Destruction of Colic Artery, Right, Open Approach",0,045,tables
04563ZZ,"Destruction of Colic Artery, Right, Percutaneous Approach",0,045,tables
04564ZZ,"Destruction of Colic Artery, Right, Percutaneous Endoscopic Approach",0,045,tables
04570ZZ,"Destruction of Colic Artery, Left, Open Approach",0,045,tables
04573ZZ,"Destruction of Colic Artery, Left, Percutaneous Approach",0,045,tables
04574ZZ,"Destruction of Colic Artery, Left, Percutaneous Endoscopic Approach",0,045,tables
04580ZZ,"Destruction of Colic Artery, Middle, Open Approach",0,045,tables
04583ZZ,"Destruction of Colic Artery, Middle, Percutaneous Approach",0,045,tables
04584ZZ,"Destruction of Colic Artery, Middle, Percutaneous Endoscopic Approach",0,045,tables
04590ZZ,"Destruction of Renal Artery, Right, Open Approach",0,045,tables
04593ZZ,"Destruction of Renal Artery, Right, Percutaneous Approach",0,045,tables
04594ZZ,"Destruction of Renal Artery, Right, Percutaneous Endoscopic Approach",0,045,tables
045A0ZZ,"Destruction of Renal Artery, Left, Open Approach",0,045,tables
045A3ZZ,"Destruction of Renal Artery, Left, Percutaneous Approach",0,045,tables
045A4ZZ,"Destruction of Renal Artery, Left, Percutaneous Endoscopic Approach",0,045,tables
045B0ZZ,"Destruction of Inferior Mesenteric Artery, Open Approach",0,045,tables
045B3ZZ,"Destruction of Inferior Mesenteric Artery, Percutaneous Approach",0,045,tables
045B4ZZ,"Destruction of Inferior Mesenteric Artery, Percutaneous Endoscopic Approach",0,045,tables
045C0ZZ,"Destruction of Common Iliac Artery, Right, Open Approach",0,045,tables
045C3ZZ,"Destruction of Common Iliac Artery, Right, Percutaneous Approach",0,045,tables
045C4ZZ,"Destruction of Common Iliac Artery, Right, Percutaneous Endoscopic Approach",0,045,tables
045D0ZZ,"Destruction of Common Iliac Artery, Left, Open Approach",0,045,tables
045D3ZZ,"Destruction of Common Iliac Artery, Left, Percutaneous Approach",0,045,tables
045D4ZZ,"Destruction of Common Iliac Artery, Left, Percutaneous Endoscopic Approach",0,045,tables
045E0ZZ,"Destruction of Internal Iliac Artery, Right, Open Approach",0,045,tables
045E3ZZ,"Destruction of Internal Iliac Artery, Right, Percutaneous Approach",0,045,tables
045E4ZZ,"Destruction of Internal Iliac Artery, Right, Percutaneous Endoscopic Approach",0,045,tables
045F0ZZ,"Destruction of Internal Iliac Artery, Left, Open Approach",0,045,tables
045F3ZZ,"Destruction of Internal Iliac Artery, Left, Percutaneous Approach",0,045,tables
045F4ZZ,"Destruction of Internal Iliac Artery, Left, Percutaneous Endoscopic Approach",0,045,tables
045H0ZZ,"Destruction of External Iliac Artery, Right, Open Approach",0,045,tables
045H3ZZ,"Destruction of External Iliac Artery, Right, Percutaneous Approach",0,045,tables
045H4ZZ,"Destruction of External Iliac Artery, Right, Percutaneous Endoscopic Approach",0,045,tables
045J0ZZ,"Destruction of External Iliac Artery, Left, Open Approach",0,045,tables
045J3ZZ,"Destruction of External Iliac Artery, Left, Percutaneous Approach",0,045,tables
045J4ZZ,"Destruction of External Iliac Artery, Left, Percutaneous Endoscopic Approach",0,045,tables
045K0ZZ,"Destruction of Femoral Artery, Right, Open Approach",0,045,tables
045K3ZZ,"Destruction of Femoral Artery, Right, Percutaneous Approach",0,045,tables
045K4ZZ,"Destruction of Femoral Artery, Right, Percutaneous Endoscopic Approach",0,045,tables
045L0ZZ,"Destruction of Femoral Artery, Left, Open Approach",0,045,tables
045L3ZZ,"Destruction of Femoral Artery, Left, Percutaneous Approach",0,045,tables
045L4ZZ,"Destruction of Femoral Artery, Left, Percutaneous Endoscopic Approach",0,045,tables
045M0ZZ,"Destruction of Popliteal Artery, Right, Open Approach",0,045,tables
045M3ZZ,"Destruction of Popliteal Artery, Right, Percutaneous Approach",0,045,tables
045M4ZZ,"Destruction of Popliteal Artery, Right, Percutaneous Endoscopic Approach",0,045,tables
045N0ZZ,"Destruction of Popliteal Artery, Left, Open Approach",0,045,tables
045N3ZZ,"Destruction of Popliteal Artery, Left, Percutaneous Approach",0,045,tables
045N4ZZ,"Destruction of Popliteal Artery, Left, Percutaneous Endoscopic Approach",0,045,tables
045P0ZZ,"Destruction of Anterior Tibial Artery, Right, Open Approach",0,045,tables
045P3ZZ,"Destruction of Anterior Tibial Artery, Right, Percutaneous Approach",0,045,tables
045P4ZZ,"Destruction of Anterior Tibial Artery, Right, Percutaneous Endoscopic Approach",0,045,tables
045Q0ZZ,"Destruction of Anterior Tibial Artery, Left, Open Approach",0,045,tables
045Q3ZZ,"Destruction of Anterior Tibial Artery, Left, Percutaneous Approach",0,045,tables
045Q4ZZ,"Destruction of Anterior Tibial Artery, Left, Percutaneous Endoscopic Approach",0,045,tables
045R0ZZ,"Destruction of Posterior Tibial Artery, Right, Open Approach",0,045,tables
045R3ZZ,"Destruction of Posterior Tibial Artery, Right, Percutaneous Approach",0,045,tables
045R4ZZ,"Destruction of Posterior Tibial Artery, Right, Percutaneous Endoscopic Approach",0,045,tables
045S0ZZ,"Destruction of Posterior Tibial Artery, Left, Open Approach",0,045,tables
045S3ZZ,"Destruction of Posterior Tibial Artery, Left, Percutaneous Approach",0,045,tables
045S4ZZ,"Destruction of Posterior Tibial Artery, Left, Percutaneous Endoscopic Approach",0,045,tables
045T0ZZ,"Destruction of Peroneal Artery, Right, Open Approach",0,045,tables
045T3ZZ,"Destruction of Peroneal Artery, Right, Percutaneous Approach",0,045,tables
045T4ZZ,"Destruction of Peroneal Artery, Right, Percutaneous Endoscopic Approach",0,045,tables
045U0ZZ,"Destruction of Peroneal Artery, Left, Open Approach",0,045,tables
045U3ZZ,"Destruction of Peroneal Artery, Left, Percutaneous Approach",0,045,tables
045U4ZZ,"Destruction of Peroneal Artery, Left, Percutaneous Endoscopic Approach",0,045,tables
045V0ZZ,"Destruction of Foot Artery, Right, Open Approach",0,045,tables
045V3ZZ,"Destruction of Foot Artery, Right, Percutaneous Approach",0,045,tables
045V4ZZ,"Destruction of Foot Artery, Right, Percutaneous Endoscopic Approach",0,045,tables
045W0ZZ,"Destruction of Foot Artery, Left, Open Approach",0,045,tables
045W3ZZ,"Destruction of Foot Artery, Left, Percutaneous Approach",0,045,tables
045W4ZZ,"Destruction of Foot Artery, Left, Percutaneous Endoscopic Approach",0,045,tables
045Y0ZZ,"Destruction of Lower Artery, Open Approach",0,045,tables
045Y3ZZ,"Destruction of Lower Artery, Percutaneous Approach",0,045,tables
045Y4ZZ,"Destruction of Lower Artery, Percutaneous Endoscopic Approach",0,045,tables
0470041,"Dilation of Abdominal Aorta with Intraluminal Device, Drug-eluting, Open Approach (Drug-Coated Balloon)",0,047,tables
047004Z,"Dilation of Abdominal Aorta with Intraluminal Device, Drug-eluting, Open Approach",0,047,tables
04700D1,"Dilation of Abdominal Aorta with Intraluminal Device, Open Approach (Drug-Coated Balloon)",0,047,tables
04700DZ,"Dilation of Abdominal Aorta with Intraluminal Device, Open Approach",0,047,tables
04700Z1,"Dilation of Abdominal Aorta, Open Approach (Drug-Coated Balloon)",0,047,tables
04700ZZ,"Dilation of Abdominal Aorta, Open Approach",0,047,tables
0470341,"Dilation of Abdominal Aorta with Intraluminal Device, Drug-eluting, Percutaneous Approach (Drug-Coated Balloon)",0,047,tables
047034Z,"Dilation of Abdominal Aorta with Intraluminal Device, Drug-eluting, Percutaneous Approach",0,047,tables
04703D1,"Dilation of Abdominal Aorta with Intraluminal Device, Percutaneous Approach (Drug-Coated Balloon)",0,047,tables
04703DZ,"Dilation of Abdominal Aorta with Intraluminal Device, Percutaneous Approach",0,047,tables
04703Z1,"Dilation of Abdominal Aorta, Percutaneous Approach (Drug-Coated Balloon)",0,047,tables
04703ZZ,"Dilation of Abdominal Aorta, Percutaneous Approach",0,047,tables
0470441,"Dilation of Abdominal Aorta with Intraluminal Device, Drug-eluting, Percutaneous Endoscopic Approach (Drug-Coated Balloon)",0,047,tables
047044Z,"Dilation of Abdominal Aorta with Intraluminal Device, Drug-eluting, Percutaneous Endoscopic Approach",0,047,tables
04704D1,"Dilation of Abdominal Aorta with Intraluminal Device, Percutaneous Endoscopic Approach (Drug-Coated Balloon)",0,047,tables
04704DZ,"Dilation of Abdominal Aorta with Intraluminal Device, Percutaneous Endoscopic Approach",0,047,tables
04704Z1,"Dilation of Abdominal Aorta, Percutaneous Endoscopic Approach (Drug-Coated Balloon)",0,047,tables
04704ZZ,"Dilation of Abdominal Aorta, Percutaneous Endoscopic Approach",0,047,tables
0471041,"Dilation of Celiac Artery with Intraluminal Device, Drug-eluting, Open Approach (Drug-Coated Balloon)",0,047,tables
047104Z,"Dilation of Celiac Artery with Intraluminal Device, Drug-eluting, Open Approach",0,047,tables
04710D1,"Dilation of Celiac Artery with Intraluminal Device, Open Approach (Drug-Coated Balloon)",0,047,tables
04710DZ,"Dilation of Celiac Artery with Intraluminal Device, Open Approach",0,047,tables
04710Z1,"Dilation of Celiac Artery, Open Approach (Drug-Coated Balloon)",0,047,tables
04710ZZ,"Dilation of Celiac Artery, Open Approach",0,047,tables
0471341,"Dilation of Celiac Artery with Intraluminal Device, Drug-eluting, Percutaneous Approach (Drug-Coated Balloon)",0,047,tables
047134Z,"Dilation of Celiac Artery with Intraluminal Device, Drug-eluting, Percutaneous Approach",0,047,tables
04713D1,"Dilation of Celiac Artery with Intraluminal Device, Percutaneous Approach (Drug-Coated Balloon)",0,047,tables
04713DZ,"Dilation of Celiac Artery with Intraluminal Device, Percutaneous Approach",0,047,tables
04713Z1,"Dilation of Celiac Artery, Percutaneous Approach (Drug-Coated Balloon)",0,047,tables
04713ZZ,"Dilation of Celiac Artery, Percutaneous Approach",0,047,tables
0471441,"Dilation of Celiac Artery with Intraluminal Device, Drug-eluting, Percutaneous Endoscopic Approach (Drug-Coated Balloon)",0,047,tables
047144Z,"Dilation of Celiac Artery with Intraluminal Device, Drug-eluting, Percutaneous Endoscopic Approach",0,047,tables
04714D1,"Dilation of Celiac Artery with Intraluminal Device, Percutaneous Endoscopic Approach (Drug-Coated Balloon)",0,047,tables
04714DZ,"Dilation of Celiac Artery with Intraluminal Device, Percutaneous Endoscopic Approach",0,047,tables
04714Z1,"Dilation of Celiac Artery, Percutaneous Endoscopic Approach (Drug-Coated Balloon)",0,047,tables
04714ZZ,"Dilation of Celiac Artery, Percutaneous Endoscopic Approach",0,047,tables
0472041,"Dilation of Gastric Artery with Intraluminal Device, Drug-eluting, Open Approach (Drug-Coated Balloon)",0,047,tables
047204Z,"Dilation of Gastric Artery with Intraluminal Device, Drug-eluting, Open Approach",0,047,tables
04720D1,"Dilation of Gastric Artery with Intraluminal Device, Open Approach (Drug-Coated Balloon)",0,047,tables
04720DZ,"Dilation of Gastric Artery with Intraluminal Device, Open Approach",0,047,tables
04720Z1,"Dilation of Gastric Artery, Open Approach (Drug-Coated Balloon)",0,047,tables
04720ZZ,"Dilation of Gastric Artery, Open Approach",0,047,tables
0472341,"Dilation of Gastric Artery with Intraluminal Device, Drug-eluting, Percutaneous Approach (Drug-Coated Balloon)",0,047,tables
047234Z,"Dilation of Gastric Artery with Intraluminal Device, Drug-eluting, Percutaneous Approach",0,047,tables
04723D1,"Dilation of Gastric Artery with Intraluminal Device, Percutaneous Approach (Drug-Coated Balloon)",0,047,tables
04723DZ,"Dilation of Gastric Artery with Intraluminal Device, Percutaneous Approach",0,047,tables
04723Z1,"Dilation of Gastric Artery, Percutaneous Approach (Drug-Coated Balloon)",0,047,tables
04723ZZ,"Dilation of Gastric Artery, Percutaneous Approach",0,047,tables
0472441,"Dilation of Gastric Artery with Intraluminal Device, Drug-eluting, Percutaneous Endoscopic Approach (Drug-Coated Balloon)",0,047,tables
047244Z,"Dilation of Gastric Artery with Intraluminal Device, Drug-eluting, Percutaneous Endoscopic Approach",0,047,tables
04724D1,"Dilation of Gastric Artery with Intraluminal Device, Percutaneous Endoscopic Approach (Drug-Coated Balloon)",0,047,tables
04724DZ,"Dilation of Gastric Artery with Intraluminal Device, Percutaneous Endoscopic Approach",0,047,tables
04724Z1,"Dilation of Gastric Artery, Percutaneous Endoscopic Approach (Drug-Coated Balloon)",0,047,tables
04724ZZ,"Dilation of Gastric Artery, Percutaneous Endoscopic Approach",0,047,tables
0473041,"Dilation of Hepatic Artery with Intraluminal Device, Drug-eluting, Open Approach (Drug-Coated Balloon)",0,047,tables
047304Z,"Dilation of Hepatic Artery with Intraluminal Device, Drug-eluting, Open Approach",0,047,tables
04730D1,"Dilation of Hepatic Artery with Intraluminal Device, Open Approach (Drug-Coated Balloon)",0,047,tables
04730DZ,"Dilation of Hepatic Artery with Intraluminal Device, Open Approach",0,047,tables
04730Z1,"Dilation of Hepatic Artery, Open Approach (Drug-Coated Balloon)",0,047,tables
04730ZZ,"Dilation of Hepatic Artery, Open Approach",0,047,tables
0473341,"Dilation of Hepatic Artery with Intraluminal Device, Drug-eluting, Percutaneous Approach (Drug-Coated Balloon)",0,047,tables
047334Z,"Dilation of Hepatic Artery with Intraluminal Device, Drug-eluting, Percutaneous Approach",0,047,tables
04733D1,"Dilation of Hepatic Artery with Intraluminal Device, Percutaneous Approach (Drug-Coated Balloon)",0,047,tables
04733DZ,"Dilation of Hepatic Artery with Intraluminal Device, Percutaneous Approach",0,047,tables
04733Z1,"Dilation of Hepatic Artery, Percutaneous Approach (Drug-Coated Balloon)",0,047,tables
04733ZZ,"Dilation of Hepatic Artery, Percutaneous Approach",0,047,tables
0473441,"Dilation of Hepatic Artery with Intraluminal Device, Drug-eluting, Percutaneous Endoscopic Approach (Drug-Coated Balloon)",0,047,tables
047344Z,"Dilation of Hepatic Artery with Intraluminal Device, Drug-eluting, Percutaneous Endoscopic Approach",0,047,tables
04734D1,"Dilation of Hepatic Artery with Intraluminal Device, Percutaneous Endoscopic Approach (Drug-Coated Balloon)",0,047,tables
04734DZ,"Dilation of Hepatic Artery with Intraluminal Device, Percutaneous Endoscopic Approach",0,047,tables
04734Z1,"Dilation of Hepatic Artery, Percutaneous Endoscopic Approach (Drug-Coated Balloon)",0,047,tables
04734ZZ,"Dilation of Hepatic Artery, Percutaneous Endoscopic Approach",0,047,tables
0474041,"Dilation of Splenic Artery with Intraluminal Device, Drug-eluting, Open Approach (Drug-Coated Balloon)",0,047,tables
047404Z,"Dilation of Splenic Artery with Intraluminal Device, Drug-eluting, Open Approach",0,047,tables
04740D1,"Dilation of Splenic Artery with Intraluminal Device, Open Approach (Drug-Coated Balloon)",0,047,tables
04740DZ,"Dilation of Splenic Artery with Intraluminal Device, Open Approach",0,047,tables
04740Z1,"Dilation of Splenic Artery, Open Approach (Drug-Coated Balloon)",0,047,tables
04740ZZ,"Dilation of Splenic Artery, Open Approach",0,047,tables
0474341,"Dilation of Splenic Artery with Intraluminal Device, Drug-eluting, Percutaneous Approach (Drug-Coated Balloon)",0,047,tables
047434Z,"Dilation of Splenic Artery with Intraluminal Device, Drug-eluting, Percutaneous Approach",0,047,tables
04743D1,"Dilation of Splenic Artery with Intraluminal Device, Percutaneous Approach (Drug-Coated Balloon)",0,047,tables
04743DZ,"Dilation of Splenic Artery with Intraluminal Device, Percutaneous Approach",0,047,tables
04743Z1,"Dilation of Splenic Artery, Percutaneous Approach (Drug-Coated Balloon)",0,047,tables
04743ZZ,"Dilation of Splenic Artery, Percutaneous Approach",0,047,tables
0474441,"Dilation of Splenic Artery with Intraluminal Device, Drug-eluting, Percutaneous Endoscopic Approach (Drug-Coated Balloon)",0,047,tables
047444Z,"Dilation of Splenic Artery with Intraluminal Device, Drug-eluting, Percutaneous Endoscopic Approach",0,047,tables
04744D1,"Dilation of Splenic Artery with Intraluminal Device, Percutaneous Endoscopic Approach (Drug-Coated Balloon)",0,047,tables
04744DZ,"Dilation of Splenic Artery with Intraluminal Device, Percutaneous Endoscopic Approach",0,047,tables
04744Z1,"Dilation of Splenic Artery, Percutaneous Endoscopic Approach (Drug-Coated Balloon)",0,047,tables
04744ZZ,"Dilation of Splenic Artery, Percutaneous Endoscopic Approach",0,047,tables
0475041,"Dilation of Superior Mesenteric Artery with Intraluminal Device, Drug-eluting, Open Approach (Drug-Coated Balloon)",0,047,tables
047504Z,"Dilation of Superior Mesenteric Artery with Intraluminal Device, Drug-eluting, Open Approach",0,047,tables
04750D1,"Dilation of Superior Mesenteric Artery with Intraluminal Device, Open Approach (Drug-Coated Balloon)",0,047,tables
04750DZ,"Dilation of Superior Mesenteric Artery with Intraluminal Device, Open Approach",0,047,tables
04750Z1,"Dilation of Superior Mesenteric Artery, Open Approach (Drug-Coated Balloon)",0,047,tables
04750ZZ,"Dilation of Superior Mesenteric Artery, Open Approach",0,047,tables
0475341,"Dilation of Superior Mesenteric Artery with Intraluminal Device, Drug-eluting, Percutaneous Approach (Drug-Coated Balloon)",0,047,tables
047534Z,"Dilation of Superior Mesenteric Artery with Intraluminal Device, Drug-eluting, Percutaneous Approach",0,047,tables
04753D1,"Dilation of Superior Mesenteric Artery with Intraluminal Device, Percutaneous Approach (Drug-Coated Balloon)",0,047,tables
04753DZ,"Dilation of Superior Mesenteric Artery with Intraluminal Device, Percutaneous Approach",0,047,tables
04753Z1,"Dilation of Superior Mesenteric Artery, Percutaneous Approach (Drug-Coated Balloon)",0,047,tables
04753ZZ,"Dilation of Superior Mesenteric Artery, Percutaneous Approach",0,047,tables
0475441,"Dilation of Superior Mesenteric Artery with Intraluminal Device, Drug-eluting, Percutaneous Endoscopic Approach (Drug-Coated Balloon)",0,047,tables
047544Z,"Dilation of Superior Mesenteric Artery with Intraluminal Device, Drug-eluting, Percutaneous Endoscopic Approach",0,047,tables
04754D1,"Dilation of Superior Mesenteric Artery with Intraluminal Device, Percutaneous Endoscopic Approach (Drug-Coated Balloon)",0,047,tables
04754DZ,"Dilation of Superior Mesenteric Artery with Intraluminal Device, Percutaneous Endoscopic Approach",0,047,tables
04754Z1,"Dilation of Superior Mesenteric Artery, Percutaneous Endoscopic Approach (Drug-Coated Balloon)",0,047,tables
04754ZZ,"Dilation of Superior Mesenteric Artery, Percutaneous Endoscopic Approach",0,047,tables
0476041,"Dilation of Colic Artery, Right with Intraluminal Device, Drug-eluting, Open Approach (Drug-Coated Balloon)",0,047,tables
047604Z,"Dilation of Colic Artery, Right with Intraluminal Device, Drug-eluting, Open Approach",0,047,tables
04760D1,"Dilation of Colic Artery, Right with Intraluminal Device, Open Approach (Drug-Coated Balloon)",0,047,tables
04760DZ,"Dilation of Colic Artery, Right with Intraluminal Device, Open Approach",0,047,tables
04760Z1,"Dilation of Colic Artery, Right, Open Approach (Drug-Coated Balloon)",0,047,tables
04760ZZ,"Dilation of Colic Artery, Right, Open Approach",0,047,tables
0476341,"Dilation of Colic Artery, Right with Intraluminal Device, Drug-eluting, Percutaneous Approach (Drug-Coated Balloon)",0,047,tables
047634Z,"Dilation of Colic Artery, Right with Intraluminal Device, Drug-eluting, Percutaneous Approach",0,047,tables
04763D1,"Dilation of Colic Artery, Right with Intraluminal Device, Percutaneous Approach (Drug-Coated Balloon)",0,047,tables
